"year","A","C","I","K","pct_AV","adoption","r","s","i","scenario"
25,273193.315493959,406022.561057437,435503509.399717,1,0.672852549824965,0.856380258770359,0,8000,3e+07,"Supply Push"
26,277169.398207216,404570.981783417,443728333.929731,1,0.685094608084363,0.856492947639367,0,8000,3e+07,"Supply Push"
27,280869.975983073,403221.013058577,451541917.233244,1,0.696565820944133,0.856597539872535,0,8000,3e+07,"Supply Push"
28,284314.135544258,401965.542144477,458964821.371582,1,0.707309721195126,0.856694767519458,0,8000,3e+07,"Supply Push"
29,287519.644994315,400797.954194364,466016580.303003,1,0.717368045383997,0.856785277647602,0,8000,3e+07,"Supply Push"
30,290503.044160451,399712.097400758,472715751.287853,1,0.726780715543836,0.856869644632456,0,8000,3e+07,"Supply Push"
0,98,512539,6983872,0.01,0.00019120496196387,0,10000,3000,2e+07,"Phaseout"
1,7373.04,503631.27,26634678.4,0.572499979166875,0.014639758170695,0.27,10000,3000,2e+07,"Phaseout"
2,29309.4516381306,495347.0811,44785703.1006896,1,0.0591695252812314,0.832499979166875,9655.1724137931,3000,19482758.6206897,"Phaseout"
3,52022.3355439148,487642.785423,61511935.1870345,1,0.106681236960757,0.91822564035793,9310.34482758621,3000,18965517.2413793,"Phaseout"
4,73123.3166229917,480477.79044339,76884614.2897517,1,0.152188754771605,0.917409883839484,8965.51724137931,3000,18448275.862069,"Phaseout"
5,92715.076333379,473814.345112353,90971418.0580227,1,0.195678069458606,0.916217718724387,8620.68965517241,3000,17931034.4827586,"Phaseout"
6,110896.55794644,467617.340954488,103836640.25857,1,0.237152364196078,0.914777046955804,8275.86206896552,3000,17413793.1034483,"Phaseout"
7,127761.552366052,461854.127087674,115541359.969779,1,0.276627499621323,0.91315363277205,7931.03448275862,3000,16896551.7241379,"Phaseout"
8,143398.297482302,456494.338191536,126143602.316118,1,0.314129410783919,0.91138501230531,7586.20689655172,3000,16379310.3448276,"Phaseout"
9,157889.474466375,451509.734518129,135698491.165829,1,0.349692293201344,0.909494171591892,7241.37931034483,3000,15862068.9655172,"Phaseout"
10,171312.375298449,446874.05310186,144258394.193745,1,0.383357176612355,0.907495885974063,6896.55172413793,3000,15344827.5862069,"Phaseout"
11,183739.146167157,442562.86938473,151873060.690954,1,0.415170722348667,0.905399968097869,6551.72413793103,3000,14827586.2068966,"Phaseout"
12,195237.062261875,438553.468527799,158589752.483992,1,0.445184170854412,0.903213063641774,6206.89655172414,3000,14310344.8275862,"Phaseout"
13,205868.81175664,434824.725730853,164453368.308069,1,0.473452404093662,0.900939705342832,5862.06896551724,3000,13793103.4482759,"Phaseout"
14,215692.777424608,431356.994929693,169506561.961631,1,0.500033104736747,0.898582962214789,5517.24137931034,3000,13275862.0689655,"Phaseout"
15,224763.309757946,428132.005284614,173789854.553204,1,0.524986001942385,0.896144855508373,5172.41379310345,3000,12758620.6896552,"Phaseout"
16,233130.988394337,425132.764914691,177341741.135889,1,0.54837219719143,0.893626634017335,4827.58620689655,3000,12241379.3103448,"Phaseout"
17,240842.87029042,422343.471370663,180198792.010129,1,0.570253565205576,0.891028961204521,4482.75862068965,3000,11724137.9310345,"Phaseout"
18,247942.724027067,419749.428374717,182395748.961347,1,0.590692225566832,0.888352045123347,4137.93103448276,3000,11206896.5517241,"Phaseout"
19,254471.250184958,417336.968388486,183965616.685693,1,0.609750080774245,0.885595730062506,3793.10344827586,3000,10689655.1724138,"Phaseout"
20,260466.288054317,415093.380601292,184939749.644512,1,0.627488416406479,0.882759561820766,3448.27586206897,3000,10172413.7931034,"Phaseout"
21,265963.009131088,413006.843959202,185347934.576079,1,0.643967558942826,0.879842834281548,3103.44827586207,3000,9655172.4137931,"Phaseout"
22,270994.097955781,411066.364882058,185218468.881758,1,0.659246586700263,0.876844622316259,2758.62068965517,3000,9137931.03448276,"Phaseout"
23,275589.920902129,409261.719340314,184578235.092843,1,0.673383089301269,0.873763804347517,2413.79310344828,3000,8620689.65517242,"Phaseout"
24,279778.683539624,407583.398986492,183452771.614063,1,0.686432971105618,0.870599076775814,2068.96551724138,3000,8103448.27586207,"Phaseout"
25,283586.577188791,406022.561057437,181866339.929911,1,0.698450294117213,0.867348961695998,1724.13793103448,3000,7586206.89655172,"Phaseout"
26,287037.915268078,404570.981783417,179841988.450657,1,0.709487156006016,0.864011808769077,1379.31034482759,3000,7068965.51724138,"Phaseout"
27,290155.260001045,403221.013058577,177401613.166055,1,0.719593599054057,0.860585791684543,1034.48275862069,3000,6551724.13793103,"Phaseout"
28,292959.540014859,401965.542144477,174566015.266373,1,0.72881754603125,0.857068899291332,689.655172413793,3000,6034482.75862069,"Phaseout"
29,295470.159317214,400797.954194364,171354955.882365,1,0.737204759218726,0.853458921149245,344.827586206897,3000,5517241.37931035,"Phaseout"
30,297705.098089111,399712.097400758,167787208.088247,1,0.744798819012543,0.849753426922592,0,3000,5e+06,"Phaseout"
0,98,512539,6983872,0.01,0.00019120496196387,0,0,0,2e+06,"Ramp-Up"
1,5754.84,503631.27,8634678.4,0.512499979166875,0.0114266931836858,0.21,0,0,2e+06,"Ramp-Up"
2,24645.1827809878,495347.0811,10774373.0514286,1,0.0497533622813706,0.715357122024018,428.571428571429,142.857142857143,2571428.57142857,"Ramp-Up"
3,45311.0333688627,487642.785423,13378511.5417143,1,0.0929184942817481,0.830219257788065,857.142857142857,285.714285714286,3142857.14285714,"Ramp-Up"
4,64743.6866934627,480477.79044339,16423871.6789143,1,0.134748552339363,0.838132208395268,1285.71428571429,428.571428571429,3714285.71428571,"Ramp-Up"
5,83012.9973298906,473814.345112353,19888392.3806829,1,0.175201528164383,0.845434508897674,1714.28571428571,571.428571428571,4285714.28571429,"Ramp-Up"
6,100185.630456534,467617.340954488,23751115.6187916,1,0.214247038512381,0.852189207999084,2142.85714285714,714.285714285714,4857142.85714286,"Ramp-Up"
7,116325.363070446,461854.127087674,27992131.2664234,1,0.251866024893967,0.858462244933977,2571.42857142857,857.142857142857,5428571.42857143,"Ramp-Up"
8,131493.125102301,456494.338191536,32592524.7031022,1,0.288049848817904,0.864313587200102,3000,1000,6e+06,"Ramp-Up"
9,145746.973284834,451509.734518129,37534327.0393757,1,0.322799182702854,0.8697948438893,3428.57142857143,1142.85714285714,6571428.57142857,"Ramp-Up"
10,159142.071241734,446874.05310186,42800467.8302641,1,0.35612287206449,0.874949428507149,3857.14285714286,1285.71428571429,7142857.14285714,"Ramp-Up"
11,171730.698416804,442562.86938473,48374730.1530366,1,0.388036842439024,0.879813576640418,4285.71428571429,1428.57142857143,7714285.71428571,"Ramp-Up"
12,183562.29028261,438553.468527799,54241707.931099,1,0.418563079432067,0.884417528920335,4714.28571428571,1571.42857142857,8285714.28571429,"Ramp-Up"
13,194683.505200557,434824.725730853,60386765.3916869,1,0.447728690849707,0.888786623571767,5142.85714285714,1714.28571428571,8857142.85714286,"Ramp-Up"
14,205138.311600085,431356.994929693,66795998.550674,1,0.475565051712029,0.892942223343207,5571.42857142857,1857.14285714286,9428571.42857143,"Ramp-Up"
15,214968.089472578,428132.005284614,73456198.6231403,1,0.502107029652387,0.896902472543535,6000,2000,1e+07,"Ramp-Up"
16,224125.23560798,425132.764914691,79783388.6919833,1,0.527188808072588,0.897475431905165,6000,2000,1e+07,"Ramp-Up"
17,232771.564085236,422343.471370663,87937076.4002413,1,0.551142801686517,0.902302371887841,6571.42857142857,2357.14285714286,12142857.1428571,"Ramp-Up"
18,240938.461330434,419749.428374717,97825936.8659435,1,0.574005454309625,0.906967249950491,7142.85714285714,2714.28571428571,14285714.2857143,"Ramp-Up"
19,248654.389303135,417336.968388486,109363211.451218,1,0.595812037125047,0.911443094765711,7714.28571428571,3071.42857142857,16428571.4285714,"Ramp-Up"
20,255945.452813931,415093.380601292,122466479.450085,1,0.616597288164835,0.915716379755835,8285.71428571429,3428.57142857143,18571428.5714286,"Ramp-Up"
21,262835.828578157,413006.843959202,137057441.191867,1,0.636395818671037,0.919783368973004,8857.14285714286,3785.71428571429,20714285.7142857,"Ramp-Up"
22,269348.074061313,411066.364882058,153061711.989416,1,0.655242308960486,0.923646773586449,9428.57142857143,4142.85714285714,22857142.8571429,"Ramp-Up"
23,275503.345401728,409261.719340314,170408626.389946,1,0.67317154862617,0.927313182228649,10000,4500,2.5e+07,"Ramp-Up"
24,281321.551913264,407583.398986492,189031052.213305,1,0.690218376442236,0.930791275107807,10571.4285714286,4857.14285714286,27142857.1428571,"Ramp-Up"
25,286821.468512514,406022.561057437,208865213.888354,1,0.706417564003146,0.934090664930579,11142.8571428571,5214.28571428571,29285714.2857143,"Ramp-Up"
26,292020.82107819,404570.981783417,229850524.622508,1,0.721803674081895,0.93722118507794,11714.2857142857,5571.42857142857,31428571.4285714,"Ramp-Up"
27,296936.354684637,403221.013058577,251929426.962811,1,0.736410913787123,0.940192476155736,12285.7142857143,5928.57142857143,33571428.5714286,"Ramp-Up"
28,301583.891038354,401965.542144477,275047241.328956,1,0.750272994618918,0.94301376276017,12857.1428571429,6285.71428571429,35714285.7142857,"Ramp-Up"
29,305978.379028997,400797.954194364,299152022.119651,1,0.763423006098019,0.945693747249842,13428.5714285714,6642.85714285714,37857142.8571429,"Ramp-Up"
30,310133.940752686,399712.097400758,324194421.013669,1,0.775893306130639,0.948240573070774,14000,7000,4e+07,"Ramp-Up"
0,98,512539,6983872,0.01,0.00019120496196387,0,12000,5000,3e+07,"Pulse"
1,8451.84,503631.27,36634678.4,0.612499979166875,0.0167818014953678,0.31,12000,5000,3e+07,"Pulse"
2,32470.3356381306,495347.0811,64802944.48,1,0.0655506752276099,0.912499979166875,12000,5000,3e+07,"Pulse"
3,55415.8520569633,487642.785423,91562797.256,1,0.113640258224867,0.935055243363063,12000,5000,3e+07,"Pulse"
4,76783.0504011921,480477.79044339,116984657.3932,1,0.159805618341559,0.93608854238844,12000,5000,3e+07,"Pulse"
5,96674.5451103179,473814.345112353,141135424.52354,1,0.20403465219567,0.936830116322184,12000,5000,3e+07,"Pulse"
6,113053.394383129,467617.340954488,136078653.297363,1,0.241764760375156,0.858215329274508,1000,500,2e+06,"Pulse"
7,128277.960050726,461854.127087674,131274720.632495,1,0.277745618209827,0.857927448068805,1000,500,2e+06,"Pulse"
8,142429.083010687,456494.338191536,126710984.60087,1,0.312006242125453,0.857641088747201,1000,500,2e+06,"Pulse"
9,155581.950643556,451509.734518129,122375435.370827,1,0.344581608654795,0.857356449522334,1000,500,2e+06,"Pulse"
10,167806.49256632,446874.05310186,118256663.602285,1,0.375511828000608,0.857073728877002,1000,500,2e+06,"Pulse"
11,181327.22840958,442562.86938473,142343830.422171,1,0.409720835057106,0.936862822502883,12000,5000,3e+07,"Pulse"
12,193916.577829229,438553.468527799,165226638.901062,1,0.442173170993715,0.937421409281391,12000,5000,3e+07,"Pulse"
13,205636.66472203,434824.725730853,186965306.956009,1,0.472918517631206,0.937866048974698,12000,5000,3e+07,"Pulse"
14,216546.16948692,431356.994929693,207617041.608209,1,0.502011494034576,0.93823030387215,12000,5000,3e+07,"Pulse"
15,226700.232683413,428132.005284614,227236189.527798,1,0.529510127449375,0.938535226569415,12000,5000,3e+07,"Pulse"
16,234071.849316817,425132.764914691,217874380.051408,1,0.5505852962516,0.86172165076912,1000,500,2e+06,"Pulse"
17,240919.589132432,422343.471370663,208980661.048838,1,0.570435215561774,0.861430080377903,1000,500,2e+06,"Pulse"
18,247280.106445535,419749.428374717,200531627.996396,1,0.58911362286546,0.861137877359046,1000,500,2e+06,"Pulse"
19,253187.493922556,417336.968388486,192505046.596576,1,0.606674014286871,0.860845195706651,1000,500,2e+06,"Pulse"
20,258673.462049722,415093.380601292,184879794.266747,1,0.623169325598531,0.860552195096208,1000,500,2e+06,"Pulse"
21,264271.909434234,413006.843959202,185635804.55341,1,0.63987295440639,0.878961428549955,3000,1500,1e+07,"Pulse"
22,269479.137707568,411066.364882058,186354014.32574,1,0.65556114712739,0.878986352752346,3000,1500,1e+07,"Pulse"
23,274322.495505576,409261.719340314,187036313.609453,1,0.670286231382096,0.879009916111892,3000,1500,1e+07,"Pulse"
24,278827.419219439,407583.398986492,187684497.92898,1,0.684099057794747,0.879032198711674,3000,1500,1e+07,"Pulse"
25,283017.566709586,406022.561057437,188300273.032531,1,0.69704886834983,0.879053275324718,3000,1500,1e+07,"Pulse"
26,286914.941670779,404570.981783417,188885259.380904,1,0.709183195507522,0.87907321582735,3000,1500,1e+07,"Pulse"
27,290540.00930176,403221.013058577,189440996.411859,1,0.72054778866287,0.879092085574185,3000,1500,1e+07,"Pulse"
28,293911.803887217,401965.542144477,189968946.591266,1,0.731186564697073,0.879109945738958,3000,1500,1e+07,"Pulse"
29,297048.028857373,400797.954194364,190470499.261703,1,0.741141579563358,0.879126853624827,3000,1500,1e+07,"Pulse"
30,299965.149851048,399712.097400758,190946974.298618,1,0.750453018063893,0.879142862947379,3000,1500,1e+07,"Pulse"
0,98,512539,6983872,0.01,0.00019120496196387,0,9939.14193805498,1000,6200000,"Adaptive"
1,6294.24,503631.27,12834678.4,0.532499979166875,0.0124977148460222,0.23,9939.14193805498,1000,6200000,"Adaptive"
2,26241.5676381306,495347.0811,19592944.48,1,0.0529761224793268,0.755948255028944,9827.86740683523,1172.41379310345,7400000,"Adaptive"
3,49085.3429052822,487642.785423,27213297.256,1,0.100658400724013,0.915116240334473,9683.77223398316,1344.8275862069,8600000,"Adaptive"
4,70353.3179691962,480477.79044339,35652632.3932,1,0.14642366279672,0.915978830822532,9513.13550443985,1517.24137931034,9800000,"Adaptive"
5,90141.6339812478,473814.345112353,44870000.77354,1,0.19024673885691,0.916316213195972,9319.58618256023,1689.65517241379,1.1e+07,"Adaptive"
6,108543.307139069,467617.340954488,54826500.734863,1,0.232119935752412,0.916262051780089,9105.57280900008,1862.06896551724,12200000,"Adaptive"
7,125647.003577732,461854.127087674,65485175.6981198,1,0.272049108600647,0.915896475283541,8872.89291974082,2034.48275862069,13400000,"Adaptive"
8,141536.562959193,456494.338191536,76810916.9132138,1,0.310051080852195,0.915270657467668,8622.93925468181,2206.89655172414,14600000,"Adaptive"
9,156290.875796114,451509.734518129,88770371.0675531,1,0.346151730179006,0.914418696479949,8356.8323274845,2379.31034482759,15800000,"Adaptive"
10,169983.939733704,446874.05310186,101331852.514175,1,0.380384447371256,0.913363931899075,8075.49910270125,2551.72413793103,1.7e+07,"Adaptive"
11,182685.009318352,442562.86938473,114465259.888467,1,0.41278883059559,0.912122557137808,7779.72307366184,2724.13793103448,18200000,"Adaptive"
12,194458.7942735,438553.468527799,128141996.894043,1,0.443409545764826,0.910705806727218,7470.1778718653,2896.55172413793,19400000,"Adaptive"
13,205365.68130184,434824.725730853,142334897.049341,1,0.472295316133787,0.909121343251222,7147.45078271434,3068.96551724138,20600000,"Adaptive"
14,215461.964999222,431356.994929693,157018152.196874,1,0.499498020275157,0.907374170875448,6812.05976170146,3241.37931034483,21800000,"Adaptive"
15,224800.079358685,428132.005284614,172167244.58703,1,0.525071885735901,0.905467256559452,6464.46609406726,3413.79310344828,2.3e+07,"Adaptive"
16,233428.824776341,425132.764914691,187758882.357679,1,0.54907276982799,0.903401964136597,6105.08403551882,3586.20689655172,24200000,"Adaptive"
17,241393.587542821,422343.471370663,203770938.239795,1,0.571557521084458,0.901178364880371,5734.28830131521,3758.62068965517,25400000,"Adaptive"
18,248736.550089882,419749.428374717,220182391.327805,1,0.592583415903621,0.898795464407063,5352.4199845511,3931.03448275862,26600000,"Adaptive"
19,255496.891077165,417336.968388486,236973271.761415,1,0.612207665339943,0.89625137165646,4959.7913035566,4103.44827586207,27800000,"Adaptive"
20,261710.9749291,415093.380601292,254124608.173344,1,0.63048698716899,0.893543427042505,4556.68946048183,4275.86206896552,2.9e+07,"Adaptive"
21,267412.530773103,413006.843959202,271618377.764677,1,0.647477238414767,0.890668301410448,4143.37981426147,4448.27586206897,30200000,"Adaptive"
22,272632.820952324,411066.364882058,289437458.876443,1,0.663233103566008,0.887622073909482,3720.10851709705,4620.68965517241,31400000,"Adaptive"
23,277400.799429904,409261.719340314,307565585.932621,1,0.677807833767216,0.884400294558502,3287.10472575633,4793.10344827586,32600000,"Adaptive"
24,281743.260492953,407583.398986492,325987306.63599,1,0.691253032369679,0.880998035711609,2844.58247200067,4965.51724137931,33800000,"Adaptive"
25,285684.978220321,406022.561057437,344687941.30419,1,0.703618482372724,0.877409935553367,2392.74225687269,5137.93103448276,3.5e+07,"Adaptive"
26,289248.837209947,404570.981783417,363653544.238981,1,0.71495201147371,0.873630236004792,1931.77241915572,5310.34482758621,36200000,"Adaptive"
27,292455.955076858,403221.013058577,382870867.027032,1,0.725299390670328,0.869652816893119,1461.85031754538,5482.75862068966,37400000,"Adaptive"
28,295325.797236912,401965.542144477,402327323.67568,1,0.734704262612551,0.86547122786185,983.143357926572,5655.1724137931,38600000,"Adaptive"
29,297876.284487855,400797.954194364,422010957.491896,1,0.743208096175567,0.861078719226047,495.809890914974,5827.58620689655,39800000,"Adaptive"
30,300123.526320387,399712.097400758,440910409.617301,1,0.750849244423738,0.856454643925905,0,6000,4e+07,"Adaptive"
0,98,512539,6983872,0.01,0.00019120496196387,0,15000,8000,4e+07,"Front-Loaded"
1,10070.04,503631.27,46634678.4,0.672499979166875,0.0199948664823771,0.37,15000,8000,4e+07,"Front-Loaded"
2,34828.1894929936,495347.0811,81802944.48,1,0.0703106787581181,0.944125038672361,14071.4285714286,7464.28571428571,37500000,"Front-Loaded"
3,57776.6423912696,487642.785423,112712797.256,1,0.118481487101572,0.941283877003545,13142.8571428571,6928.57142857143,3.5e+07,"Front-Loaded"
4,79025.0292733165,480477.79044339,139577157.3932,1,0.164471762993231,0.937810598792577,12214.2857142857,6392.85714285714,32500000,"Front-Loaded"
5,98679.6773402506,473814.345112353,162598299.52354,1,0.208266546503254,0.933867264221958,11285.7142857143,5857.14285714286,3e+07,"Front-Loaded"
6,116840.982227816,467617.340954488,181968384.547363,1,0.24986451954353,0.929509911063511,10357.1428571429,5321.42857142857,27500000,"Front-Loaded"
7,133602.789524397,461854.127087674,197869965.319995,1,0.289274863400832,0.924756249630282,9428.57142857143,4785.71428571429,2.5e+07,"Front-Loaded"
8,149052.384513684,456494.338191536,210476467.053995,1,0.326515297219623,0.919606609417678,8500,4250,22500000,"Front-Loaded"
9,163270.701291173,451509.734518129,219952643.701295,1,0.361610589559986,0.914052046475597,7571.42857142857,3714.28571428571,2e+07,"Front-Loaded"
10,176332.614619868,446874.05310186,226455011.516231,1,0.394591302394716,0.908077953988774,6642.85714285714,3178.57142857143,17500000,"Front-Loaded"
11,188307.258500427,442562.86938473,230132260.940419,1,0.42549267353183,0.901665810305863,5714.28571428571,2642.85714285714,1.5e+07,"Front-Loaded"
12,199258.345651937,438553.468527799,231125647.893398,1,0.454353596428816,0.894794039545423,4785.71428571429,2107.14285714286,12500000,"Front-Loaded"
13,209244.474546944,434824.725730853,229569365.498728,1,0.481215676489525,0.887438379334193,3857.14285714286,1571.42857142857,1e+07,"Front-Loaded"
14,218319.415764111,431356.994929693,225590897.223792,1,0.506122349539491,0.879571910843612,2928.57142857143,1035.71428571429,7500000,"Front-Loaded"
15,226532.370892426,428132.005284614,219311352.362602,1,0.529118047929707,0.871164784271531,2000,500,5e+06,"Front-Loaded"
16,233776.428443414,425132.764914691,210345784.744472,1,0.549890405389772,0.856556303798963,500,200,2e+06,"Front-Loaded"
17,240505.290550604,422343.471370663,201828495.507248,1,0.569454263777475,0.856255546838295,500,200,2e+06,"Front-Loaded"
18,246755.007118882,419749.428374717,193737070.731886,1,0.587862640038189,0.855954279081194,500,200,2e+06,"Front-Loaded"
19,252559.10897003,417336.968388486,186050217.195292,1,0.605168312659354,0.855652664051558,500,200,2e+06,"Front-Loaded"
20,257948.784330732,415093.380601292,178747706.335527,1,0.621423507060205,0.855350870915958,500,200,2e+06,"Front-Loaded"
21,262953.042959233,413006.843959202,171810321.018751,1,0.636679626028688,0.855049074217754,500,200,2e+06,"Front-Loaded"
22,267598.86877481,411066.364882058,165219804.967813,1,0.650987022135925,0.854747453567791,500,200,2e+06,"Front-Loaded"
23,271911.361793631,409261.719340314,158958814.719422,1,0.664394808857089,0.854446193290978,500,200,2e+06,"Front-Loaded"
24,275913.870118385,407583.398986492,153010873.983451,1,0.676950707031936,0.85414548202849,500,200,2e+06,"Front-Loaded"
25,279628.112676716,406022.561057437,147360330.284279,1,0.688700923289725,0.853845512295788,500,200,2e+06,"Front-Loaded"
26,283074.293354869,404570.981783417,141992313.770065,1,0.699690057124291,0.853546479997164,500,200,2e+06,"Front-Loaded"
27,286271.207127759,403221.013058577,136892698.081562,1,0.709961033420079,0.853248583898055,500,200,2e+06,"Front-Loaded"
28,289236.338744601,401965.542144477,132048063.177484,1,0.719555057385098,0.852952025056926,500,200,2e+06,"Front-Loaded"
29,291985.954490209,400797.954194364,127445660.018609,1,0.728511589030249,0.852657006219123,500,200,2e+06,"Front-Loaded"
30,294535.187505702,399712.097400758,123073377.017679,1,0.736868334536285,0.852363731175671,500,200,2e+06,"Front-Loaded"
