origin,destination,dist_km,total_veh,n_av,n_normal,av_fraction,E_eff,ground_max,domain_max,ground_mean
2108,2116,1.060113653,132373.00969944,26474.601939888,105898.407759552,0.2,2.24707269551519e-07,1.53881042228363e-06,1.53881042228363e-06,9.97174823079199e-07
2108,2203,0.682207211,220368.702828243,44073.7405656486,176294.962262594,0.2,3.74082674554116e-07,2.04711030191497e-06,2.04711030191497e-06,1.33673882740973e-06
2109,2108,1.194102859,568.958958324982,113.791791664996,455.167166659986,0.2,9.65825392218333e-10,6.61403693177362e-09,6.61403693177362e-09,4.28600626287218e-09
2109,2110,0.603499322,294.677369345782,58.9354738691564,235.741895476626,0.2,5.00223929445e-10,2.52799701323203e-09,2.52799701323203e-09,1.62043839968955e-09
2109,2113,0.262455142,132600.587049168,26520.1174098336,106080.469639334,0.2,2.25093589126674e-07,6.69528832186922e-07,6.69528832186922e-07,3.30021617177511e-07
2109,2203,0.512428871,220548.981919213,44109.7963838426,176439.18553537,0.2,3.74388703875207e-07,1.68437443358532e-06,1.68437443358532e-06,1.0380834502053e-06
2110,2108,1.060104309,455.348869027586,91.0697738055172,364.279095222069,0.2,7.72968759151766e-10,5.29334180000652e-09,5.29334180000652e-09,3.4301737865058e-09
2110,2109,0.603499322,366.666666666667,73.3333333333334,293.333333333334,0.2,6.22427983539095e-10,3.14558338919265e-09,3.14558338919265e-09,2.01630938905129e-09
2110,2111,1.025019777,293.82995951417,58.765991902834,235.063967611336,0.2,4.98785425101215e-10,3.41571597643819e-09,3.41571597643819e-09,2.2134409314949e-09
2110,2113,0.855902515,132495.583877817,26499.1167755634,105996.467102254,0.2,2.24915343002467e-07,1.40267107240568e-06,1.40267107240568e-06,9.26396171061731e-07
2110,2127,2.811209001,214.144710182223,42.8289420364446,171.315768145778,0.2,3.63517254938959e-10,2.4893904932246e-09,2.4893904932246e-09,1.61316656601038e-09
2110,2128,3.397016429,330093.69777588,66018.739555176,264074.958220704,0.2,5.60344240051648e-07,3.83727486155222e-06,3.83727486155222e-06,2.48661812122124e-06
2111,2108,0.891136501,581.353516359986,116.270703271997,465.082813087989,0.2,9.8686553703084e-10,6.32279997764737e-09,6.32279997764737e-09,4.1698520365702e-09
2111,2110,1.025019777,235.741895476625,47.148379095325,188.5935163813,0.2,4.00179143555999e-10,2.74045356037459e-09,2.74045356037459e-09,1.77585962159515e-09
2111,2116,1.26381351,264158.533225529,52831.7066451058,211326.826580423,0.2,4.48417263191485e-07,3.07079143237401e-06,3.07079143237401e-06,1.98992407313334e-06
2111,2118,1.636543894,430.811832083474,86.1623664166948,344.649465666779,0.2,7.31316381623181e-10,5.00810353076048e-09,5.00810353076048e-09,3.24533462987419e-09
2111,2127,2.385681299,257.726031900682,51.5452063801364,206.180825520546,0.2,4.37497893658565e-10,2.99601485894335e-09,2.99601485894335e-09,1.94146760617587e-09
2113,2109,0.262455142,165183.333333333,33036.6666666666,132146.666666666,0.2,2.80403806584362e-07,8.34046113403714e-07,8.34046113403714e-07,4.11114852585266e-07
2113,2111,1.719992713,165074.078272605,33014.815654521,132059.262618084,0.2,2.80218342746706e-07,1.91895396706255e-06,1.91895396706255e-06,1.24351418140448e-06
2113,2114,0.928678339,166079.77744222,33215.955488444,132863.821953776,0.2,2.81925548127225e-07,1.85108040280002e-06,1.85108040280002e-06,1.21722015994382e-06
2113,2129,1.708088604,165385.051648555,33077.010329711,132308.041318844,0.2,2.80746229650325e-07,1.92256897191173e-06,1.92256897191173e-06,1.24585676484993e-06
2114,2108,0.714440978,959.909864141966,191.981972828393,767.927891313573,0.2,1.62947662122865e-09,9.08190964974131e-09,9.08190964974131e-09,5.94909774207471e-09
2114,2113,0.928678339,132758.930631478,26551.7861262956,106207.144505182,0.2,2.25362382244793e-07,1.47969523185394e-06,1.47969523185394e-06,9.73007365893412e-07
2114,2203,0.667789107,220732.315252546,44146.4630505092,176585.852202037,0.2,3.74699917866976e-07,2.01205640256268e-06,2.01205640256268e-06,1.30897380735648e-06
2115,2116,1.972403126,132297.346341912,26459.4692683824,105837.87707353,0.2,2.24578828666826e-07,1.53793085050829e-06,1.53793085050829e-06,9.96604845896329e-07
2115,2118,1.999934567,353.150774074384,70.6301548148768,282.520619259507,0.2,5.99484338706516e-10,4.10530887691598e-09,4.10530887691598e-09,2.6603086343469e-09
2115,2120,0.952875416,132438.278397269,26487.6556794538,105950.622717815,0.2,2.24818065180549e-07,1.49288270968578e-06,1.49288270968578e-06,9.79694396473566e-07
2115,2130,3.902644454,482.626609593975,96.525321918795,386.10128767518,0.2,8.19273565668785e-10,5.61044021436771e-09,5.61044021436771e-09,3.63565884864233e-09
2115,2215,0.907591305,922.341928855714,184.468385771143,737.873543084571,0.2,1.56570389157606e-09,1.0158253514845e-08,1.0158253514845e-08,6.69076557138908e-09
2116,2108,1.060113653,165214.580523713,33042.9161047426,132171.66441897,0.2,2.80456849654451e-07,1.92058727833083e-06,1.92058727833083e-06,1.24457259435218e-06
2116,2111,1.26381351,164890.744939271,32978.1489878542,131912.595951417,0.2,2.79907128754935e-07,1.91682275281633e-06,1.91682275281633e-06,1.2421331190214e-06
2116,2115,1.972403126,165028.107282793,33005.6214565586,132022.485826234,0.2,2.80140305572642e-07,1.91841956327127e-06,1.91841956327127e-06,1.24316787883316e-06
2116,2118,1.370015114,165007.32380676,33001.464761352,132005.859045408,0.2,2.80105024980611e-07,1.9181779594156e-06,1.9181779594156e-06,1.2430113155044e-06
2118,2111,1.636543894,251.854251012146,50.3708502024292,201.483400809717,0.2,4.2753036437247e-10,2.92775655123274e-09,2.92775655123274e-09,1.89723508413848e-09
2118,2115,1.999934567,338.684144828442,67.7368289656884,270.947315862754,0.2,5.74926789060627e-10,3.93713713322356e-09,3.93713713322356e-09,2.55133053910204e-09
2118,2116,1.370015114,132381.057278219,26476.2114556438,105904.845822575,0.2,2.24720930564878e-07,1.5389039738175e-06,1.5389039738175e-06,9.97235446033708e-07
2118,2119,1.964409789,334.616604634121,66.9233209268242,267.693283707297,0.2,5.68022014039403e-10,3.88985277171896e-09,3.88985277171896e-09,2.52068948407996e-09
2118,2120,2.237183405,132621.2497677,26524.24995354,106096.99981416,0.2,2.2512866472912e-07,1.54169616466522e-06,1.54169616466522e-06,9.99044832280551e-07
2118,2125,2.750825735,349.987257818971,69.9974515637942,279.989806255177,0.2,5.94114172223562e-10,4.06853361739785e-09,4.06853361739785e-09,2.63647765271808e-09
2118,2127,2.627991548,184.976515783787,36.9953031567574,147.98121262703,0.2,3.140033446947e-10,2.15031592174344e-09,2.15031592174344e-09,1.39344058746807e-09
2119,2118,1.964409789,374.615252429341,74.9230504858682,299.692201943473,0.2,6.35920953197956e-10,4.35482925177552e-09,4.35482925177552e-09,2.82200199959326e-09
2119,2120,1.305711996,264120.977265061,52824.1954530122,211296.781812049,0.2,4.48353510789455e-07,3.07035485165775e-06,3.07035485165775e-06,1.98964116154644e-06
2119,2121,2.023971733,839.185758193347,167.837151638669,671.348606554678,0.2,1.42454372532821e-09,9.75537078043321e-09,9.75537078043321e-09,6.3216429985015e-09
2119,2125,2.563154726,447.192633169681,89.4385266339362,357.754106535745,0.2,7.59123297047298e-10,5.19852714879293e-09,5.19852714879293e-09,3.36873231088275e-09
2119,2130,2.96757456,553.830839045899,110.76616780918,443.064671236719,0.2,9.40144942824828e-10,6.43817549545015e-09,6.43817549545015e-09,4.17204511852793e-09
2120,2115,0.952875416,164983.206464066,32996.6412928132,131986.565171253,0.2,2.80064085047026e-07,1.85973858388514e-06,1.85973858388514e-06,1.22044113560766e-06
2120,2118,2.237183405,164955.158164809,32991.0316329618,131964.126531847,0.2,2.80016472193349e-07,1.9175715440013e-06,1.9175715440013e-06,1.24261834820011e-06
2120,2119,1.305711996,165024.825382288,33004.9650764576,132019.86030583,0.2,2.80134734445242e-07,1.91838141181794e-06,1.91838141181794e-06,1.24314315605499e-06
2120,2130,2.994964442,132374.66095616,26474.932191232,105899.728764928,0.2,2.24710072610765e-07,1.53882961782098e-06,1.53882961782098e-06,9.97187262107604e-07
2121,2119,2.023971733,378.658033958018,75.7316067916036,302.926427166414,0.2,6.42783699620092e-10,4.40182579862044e-09,4.40182579862044e-09,2.85245654591475e-09
2121,2122,3.969033818,165375.019506819,33075.0039013638,132300.015605455,0.2,2.80729199780094e-07,1.92245235022052e-06,1.92245235022052e-06,1.24578119204862e-06
2121,2124,2.549820527,220191.686173487,44038.3372346974,176153.34893879,0.2,3.73782183319191e-07,2.55968540983777e-06,2.55968540983777e-06,1.65871884459001e-06
2121,2125,2.709846204,370.284902196496,74.0569804392992,296.227921757197,0.2,6.28570050024916e-10,4.30448977482647e-09,4.30448977482647e-09,2.78938117879971e-09
2121,2126,3.557329907,220191.686173487,44038.3372346974,176153.34893879,0.2,3.73782183319191e-07,2.55968540983777e-06,2.55968540983777e-06,1.65871884459001e-06
2121,2130,2.378980882,445.907045178131,89.1814090356262,356.725636142505,0.2,7.56940971753e-10,5.18358243910737e-09,5.18358243910737e-09,3.35904788970854e-09
2122,2121,3.969033818,219827.0990991,43965.41981982,175861.67927928,0.2,3.73163285507732e-07,2.55544715620003e-06,2.55544715620003e-06,1.65597238553296e-06
2122,2124,3.035840126,733.333333333333,146.666666666667,586.666666666666,0.2,1.24485596707819e-09,8.52485698484581e-09,8.52485698484581e-09,5.52424953232623e-09
2122,2125,2.394128776,329562.794520548,65912.5589041096,263650.235616439,0.2,5.59443015389819e-07,3.83110321474609e-06,3.83110321474609e-06,2.48261879113945e-06
2124,2121,2.549820527,439093.765765767,87818.7531531534,351275.012612614,0.2,7.45375219664111e-07,5.10437939466893e-06,5.10437939466893e-06,3.3077229956985e-06
2124,2122,3.035840126,733.333333333333,146.666666666667,586.666666666666,0.2,1.24485596707819e-09,8.52485698484581e-09,8.52485698484581e-09,5.52424953232623e-09
2124,2126,2.271222943,733.333333333333,146.666666666667,586.666666666666,0.2,1.24485596707819e-09,8.52485698484581e-09,8.52485698484581e-09,5.52424953232623e-09
2125,2118,2.750825735,411.619769198772,82.3239538397544,329.295815359018,0.2,6.9873726252878e-10,4.78499954257468e-09,4.78499954257468e-09,3.10075952385347e-09
2125,2119,2.563154726,461.026165829393,92.2052331658786,368.820932663514,0.2,7.82606145698044e-10,5.35933926813733e-09,5.35933926813733e-09,3.47294124678161e-09
2125,2121,2.709846204,1028.82754536546,205.765509073092,823.062036292368,0.2,1.74646651219445e-09,1.19599195722416e-08,1.19599195722416e-08,7.7502273904493e-09
2125,2122,2.394128776,494769.03926409,98953.807852818,395815.231411272,0.2,8.39885714800153e-07,5.75159359125808e-06,5.75159359125808e-06,3.72712859149656e-06
2125,2127,2.505750037,256.893420539366,51.3786841078732,205.514736431493,0.2,4.3608451017485e-10,2.98633591424447e-09,2.98633591424447e-09,1.93519548855311e-09
2126,2124,2.271222943,550,110,440,0.2,9.33641975308642e-10,6.39364273863436e-09,6.39364273863436e-09,4.14318714924467e-09
2126,2130,4.155079203,263405.357798165,52681.071559633,210724.286238532,0.2,4.47138724657379e-07,3.06203591491567e-06,3.06203591491567e-06,1.98425035176646e-06
2126,2131,2.715138703,329450,65890,263560,0.2,5.59251543209877e-07,3.82979200044198e-06,3.82979200044198e-06,2.48176910239756e-06
2126,2136,8.18036171,550,110,440,0.2,9.33641975308642e-10,6.39364273863436e-09,6.39364273863436e-09,4.14318714924467e-09
2127,2110,2.811209001,235.741895476625,47.148379095325,188.5935163813,0.2,4.00179143555999e-10,2.74045356037459e-09,2.74045356037459e-09,1.77585962159515e-09
2127,2111,2.385681299,352.595951417004,70.5191902834008,282.076761133603,0.2,5.98542510121457e-10,4.09885917172582e-09,4.09885917172582e-09,2.65612911779387e-09
2127,2118,2.627991548,468.521290381402,93.7042580762804,374.817032305122,0.2,7.95329350956084e-10,5.44646862935028e-09,5.44646862935028e-09,3.5294025262832e-09
2127,2125,2.505750037,494.574627168892,98.9149254337784,395.659701735114,0.2,8.39555694268181e-10,5.74933358856579e-09,5.74933358856579e-09,3.72566407205205e-09
2127,2210,1.386892182,659631.270421169,131926.254084234,527705.016336935,0.2,1.11974444052976e-06,7.66808487691721e-06,7.66808487691721e-06,4.96904691427077e-06
2128,2110,3.397016429,658910.987260137,131782.197452027,527128.78980811,0.2,1.11852173763295e-06,7.65971172564029e-06,7.65971172564029e-06,4.96362097256785e-06
2129,2113,1.708088604,264350.778802819,52870.1557605638,211480.623042255,0.2,4.4874360599244e-07,3.07302624971814e-06,3.07302624971814e-06,1.99137227205211e-06
2130,2115,3.902644454,332.240161037034,66.4480322074068,265.792128829627,0.2,5.63987927686323e-10,3.86222707835844e-09,3.86222707835844e-09,2.5027875739484e-09
2130,2119,2.96757456,379.017672259605,75.803534451921,303.214137807684,0.2,6.43394196736984e-10,4.40600652373949e-09,4.40600652373949e-09,2.85516572553205e-09
2130,2120,2.994964442,132380.446950921,26476.0893901842,105904.357560737,0.2,2.24719894515452e-07,1.53889687888169e-06,1.53889687888169e-06,9.97230848396949e-07
2130,2121,2.378980882,687.038476247938,137.407695249588,549.63078099835,0.2,1.16626901832212e-09,7.98668829968188e-09,7.98668829968188e-09,5.17550724695835e-09
2130,2131,2.835131619,791.286759060081,158.257351812016,633.029407248065,0.2,1.34323369593532e-09,9.19855425680363e-09,9.19855425680363e-09,5.96081660273671e-09
2130,2132,5.006153108,329841.765309215,65968.353061843,263873.412247372,0.2,5.59916576913791e-07,3.83434619575927e-06,3.83434619575927e-06,2.4847202969333e-06
2131,2126,2.715138703,330239.998345065,66047.999669013,264191.998676052,0.2,5.60592589783289e-07,3.83897557713736e-06,3.83897557713736e-06,2.48772021329065e-06
2131,2130,2.835131619,647.096268330217,129.419253666043,517.677014664174,0.2,1.09846588759759e-09,7.52236792219433e-09,7.52236792219433e-09,4.87461989685443e-09
2131,2132,3.076300139,330239.998345065,66047.999669013,264191.998676052,0.2,5.60592589783289e-07,3.83897557713736e-06,3.83897557713736e-06,2.48772021329065e-06
2131,2136,7.847369794,550,110,440,0.2,9.33641975308642e-10,6.39364273863436e-09,6.39364273863436e-09,4.14318714924467e-09
2132,2130,5.006153108,263690.71559633,52738.143119266,210952.572477064,0.2,4.47623128327103e-07,3.06535314366868e-06,3.06535314366868e-06,1.98639997133427e-06
2132,2131,3.076300139,330000,66000,264000,0.2,5.60185185185185e-07,3.83618564318061e-06,3.83618564318061e-06,2.4859122895468e-06
2134,2135,2.171957846,330000,66000,264000,0.2,5.60185185185185e-07,3.83618564318061e-06,3.83618564318061e-06,2.4859122895468e-06
2134,2215,2.613197929,330000,66000,264000,0.2,5.60185185185185e-07,3.83618564318061e-06,3.83618564318061e-06,2.4859122895468e-06
2135,2134,2.171957846,330254.870481472,66050.9740962944,264203.896385178,0.2,5.60617835693857e-07,3.83914846282271e-06,3.83914846282271e-06,2.48783224609872e-06
2203,2108,0.682207211,219717.449275363,43943.4898550726,175773.95942029,0.2,3.72977151547684e-07,2.04106049611157e-06,2.04106049611157e-06,1.33278837573737e-06
2203,2109,0.512428871,220000.000000001,44000.0000000002,176000.000000001,0.2,3.73456790123459e-07,1.68018175447533e-06,1.68018175447533e-06,1.03549949339064e-06
2203,2114,0.667789107,220000.000000001,44000.0000000002,176000.000000001,0.2,3.73456790123459e-07,2.00538107914711e-06,2.00538107914711e-06,1.30463107447111e-06
2210,2127,1.386892182,658983.038930058,131796.607786012,527186.431144047,0.2,1.11864404756646e-06,7.66054931225158e-06,7.66054931225158e-06,4.96416374266404e-06
2215,2115,0.907591305,990.113285539054,198.022657107811,792.090628431243,0.2,1.68074786125457e-09,1.0904656340843e-08,1.0904656340843e-08,7.18238613621127e-09
2215,2134,2.613197929,331288.413956828,66257.6827913656,265030.731165462,0.2,5.62372307642764e-07,3.8511632041614e-06,3.8511632041614e-06,2.49561799890833e-06
